ekatte;postal_code;type;name;name_latin;municipality;municipality_latin;district;district_latin
66460;2730;гр.;Симитли;Simitli;Симитли;Simitli;Благоевград;Blagoevgrad
66473;3737;с.;Синаговци;Sinagovtsi;Видин;Vidin;Видин;Vidin
66487;6567;с.;Синапово;Sinapovo;Тополовград;Topolovgrad;Хасково;Haskovo
66490;9125;с.;Синдел;Sindel;Аврен;Avren;Варна;Varna
66500;6825;с.;Синделци;Sindeltsi;Момчилград;Momchilgrad;Кърджали;Kardzhali
66528;8279;с.;Синеморец;Sinemorets;Царево;Tsarevo;Бургас;Burgas
66531;9950;с.;Сини вир;Sini vir;Каолиново;Kaolinovo;Шумен;Shumen
70737;4236;с.;Сини връх;Sini vrah;Асеновград;Asenovgrad;Пловдив;Plovdiv
80296;8534;с.;Сини рид;Sini rid;Руен;Ruen;Бургас;Burgas
66545;6956;с.;Синигер;Siniger;Крумовград;Krumovgrad;Кърджали;Kardzhali
66559;4442;с.;Синитово;Sinitovo;Пазарджик;Pazardzhik;Пазарджик;Pazardzhik
66562;6785;с.;Синчец;Sinchets;Ардино;Ardino;Кърджали;Kardzhali
66576;3139;с.;Синьо бърдо;Sinyo bardo;Роман;Roman;Враца;Vratsa
66585;8332;с.;Синьо камене;Sinyo kamene;Средец;Sredets;Бургас;Burgas
66593;7287;с.;Синя вода;Sinya voda;Лозница;Loznitsa;Разград;Razgrad
66603;6629;с.;Сипей;Sipey;Кърджали;Kardzhali;Кърджали;Kardzhali
70809;6840;с.;Сипец;Sipets;Джебел;Dzhebel;Кърджали;Kardzhali
66617;3254;с.;Сираково;Sirakovo;Борован;Borovan;Враца;Vratsa
66620;9564;с.;Сираково;Sirakovo;Генерал Тошево;General Toshevo;Добрич;Dobrich
66634;6359;с.;Сираково;Sirakovo;Минерални бани;Mineralni bani;Хасково;Haskovo
66648;2450;с.;Сирищник;Sirishtnik;Ковачевци;Kovachevtsi;Перник;Pernik
66651;4104;с.;Ситово;Sitovo;Родопи;Rodopi;Пловдив;Plovdiv
66665;7583;с.;Ситово;Sitovo;Ситово;Sitovo;Силистра;Silistra
66679;8744;с.;Ситово;Sitovo;Болярово;Bolyarovo;Ямбол;Yambol
66682;8462;с.;Скала;Skala;Сунгурларе;Sungurlare;Бургас;Burgas
66696;7667;с.;Скала;Skala;Дулово;Dulovo;Силистра;Silistra
66706;8575;с.;Скалак;Skalak;Руен;Ruen;Бургас;Burgas
66716;6923;с.;Скалак;Skalak;Крумовград;Krumovgrad;Кърджали;Kardzhali
66723;6846;с.;Скалина;Skalina;Джебел;Dzhebel;Кърджали;Kardzhali
66737;8645;с.;Скалица;Skalitsa;Тунджа;Tundzha;Ямбол;Yambol
66740;6652;с.;Скалище;Skalishte;Кърджали;Kardzhali;Кърджали;Kardzhali
66754;6748;с.;Скална глава;Skalna glava;Кърджали;Kardzhali;Кърджали;Kardzhali
66768;5386;с.;Скалско;Skalsko;Дряново;Dryanovo;Габрово;Gabrovo
66771;5644;с.;Скандалото;Skandaloto;Априлци;Apriltsi;Ловеч;Lovech
66785;2811;с.;Склаве;Sklave;Сандански;Sandanski;Благоевград;Blagoevgrad
66799;5508;с.;Скобелево;Skobelevo;Ловеч;Lovech;Ловеч;Lovech
66809;4227;с.;Скобелево;Skobelevo;Родопи;Rodopi;Пловдив;Plovdiv
66812;8871;с.;Скобелево;Skobelevo;Сливен;Sliven;Сливен;Sliven
66826;6148;с.;Скобелево;Skobelevo;Павел баня;Pavel banya;Стара Загора;Stara Zagora
66831;6429;с.;Скобелево;Skobelevo;Димитровград;Dimitrovgrad;Хасково;Haskovo
66843;3946;с.;Скомля;Skomlya;Димово;Dimovo;Видин;Vidin
66857;5350;с.;Скорците;Skortsite;Трявна;Tryavna;Габрово;Gabrovo
66860;2150;с.;Скравена;Skravena;Ботевград;Botevgrad;София;Sofia
66874;2964;с.;Скребатно;Skrebatno;Гърмен;Garmen;Благоевград;Blagoevgrad
66888;2663;с.;Скрино;Skrino;Бобошево;Boboshevo;Кюстендил;Kyustendil
66891;2599;с.;Скриняно;Skrinyano;Кюстендил;Kyustendil;Кюстендил;Kyustendil
66901;2897;с.;Скрът;Skrat;Петрич;Petrich;Благоевград;Blagoevgrad
66915;4134;с.;Скутаре;Skutare;Марица;Maritsa;Пловдив;Plovdiv
66929;6720;с.;Скърбино;Skarbino;Кърджали;Kardzhali;Кърджали;Kardzhali
66946;9366;с.;Славеево;Slaveevo;Добрич-селска;Dobrich-selska;Добрич;Dobrich
66932;6576;с.;Славеево;Slaveevo;Ивайловград;Ivaylovgrad;Хасково;Haskovo
66963;9247;с.;Славейково;Slaveykovo;Провадия;Provadia;Варна;Varna
66977;5391;с.;Славейково;Slaveykovo;Дряново;Dryanovo;Габрово;Gabrovo
66980;8738;с.;Славейково;Slaveykovo;Елхово;Elhovo;Ямбол;Yambol
66957;4747;с.;Славейно;Slaveyno;Смолян;Smolyan;Смолян;Smolyan
67009;4496;с.;Славовица;Slavovitsa;Септември;Septemvri;Пазарджик;Pazardzhik
67012;5858;с.;Славовица;Slavovitsa;Долна Митрополия;Dolna Mitropolia;Плевен;Pleven
67043;3451;с.;Славотин;Slavotin;Монтана;Montana;Монтана;Montana
67057;5522;с.;Славщица;Slavshtitsa;Угърчин;Ugarchin;Ловеч;Lovech
67060;5565;с.;Славяни;Slavyani;Ловеч;Lovech;Ловеч;Lovech
67074;6236;с.;Славянин;Slavyanin;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
67088;5840;гр.;Славяново;Slavyanovo;Плевен;Pleven;Плевен;Pleven
67091;7860;с.;Славяново;Slavyanovo;Попово;Popovo;Търговище;Targovishte
67101;6473;с.;Славяново;Slavyanovo;Харманли;Harmanli;Хасково;Haskovo
67115;8460;с.;Славянци;Slavyantsi;Сунгурларе;Sungurlare;Бургас;Burgas
67129;9257;с.;Сладка вода;Sladka voda;Дългопол;Dalgopol;Варна;Varna
67132;6960;с.;Сладкодум;Sladkodum;Крумовград;Krumovgrad;Кърджали;Kardzhali
67146;6534;с.;Сладун;Sladun;Свиленград;Svilengrad;Хасково;Haskovo
67154;6064;с.;Сладък кладенец;Sladak kladenets;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
67163;2369;с.;Слаковци;Slakovtsi;Брезник;Breznik;Перник;Pernik
67177;8663;с.;Сламино;Slamino;Тунджа;Tundzha;Ямбол;Yambol
67180;3728;с.;Слана бара;Slana bara;Видин;Vidin;Видин;Vidin
67194;3769;с.;Сланотрън;Slanotran;Видин;Vidin;Видин;Vidin
67218;5564;с.;Слатина;Slatina;Ловеч;Lovech;Ловеч;Lovech
67221;3535;с.;Слатина;Slatina;Берковица;Berkovitsa;Монтана;Montana
67235;4342;с.;Слатина;Slatina;Карлово;Karlovo;Пловдив;Plovdiv
67249;7585;с.;Слатина;Slatina;Ситово;Sitovo;Силистра;Silistra
67252;2642;с.;Слатино;Slatino;Бобошево;Boboshevo;Кюстендил;Kyustendil
67266;2449;с.;Слатино;Slatino;Ковачевци;Kovachevtsi;Перник;Pernik
67270;2937;с.;Слащен;Slashten;Сатовча;Satovcha;Благоевград;Blagoevgrad
67283;9784;с.;Сливак;Slivak;Хитрино;Hitrino;Шумен;Shumen
67297;6919;с.;Сливарка;Slivarka;Крумовград;Krumovgrad;Кърджали;Kardzhali
67307;8164;с.;Сливарово;Slivarovo;Малко Търново;Malko Tarnovo;Бургас;Burgas
67310;3668;с.;Сливата;Slivata;Лом;Lom;Монтана;Montana
67324;5537;с.;Сливек;Slivek;Ловеч;Lovech;Ловеч;Lovech
67338;8800;гр.;Сливен;Sliven;Сливен;Sliven;Сливен;Sliven
70812;9395;с.;Сливенци;Sliventsi;Добрич-селска;Dobrich-selska;Добрич;Dobrich
67341;6176;с.;Сливито;Slivito;Мъглиж;Maglizh;Стара Загора;Stara Zagora
67355;4943;с.;Сливка;Slivka;Баните;Banite;Смолян;Smolyan
67369;2844;с.;Сливница;Slivnitsa;Кресна;Kresna;Благоевград;Blagoevgrad
67372;2200;гр.;Сливница;Slivnitsa;Сливница;Slivnitsa;София;Sofia
67444;7060;гр.;Сливо поле;Slivo pole;Сливо поле;Slivo pole;Русе;Ruse
67386;3664;с.;Сливовик;Slivovik;Медковец;Medkovets;Монтана;Montana
67395;5076;с.;Сливовица;Slivovitsa;Златарица;Zlataritsa;Велико Търново;Veliko Tarnovo
67400;3915;с.;Сливовник;Slivovnik;Белоградчик;Belogradchik;Видин;Vidin
67413;8331;с.;Сливово;Slivovo;Средец;Sredets;Бургас;Burgas
67427;5367;с.;Сливово;Slivovo;Трявна;Tryavna;Габрово;Gabrovo
67430;4710;с.;Сливово;Slivovo;Смолян;Smolyan;Смолян;Smolyan
67458;2484;с.;Слишовци;Slishovtsi;Трън;Tran;Перник;Pernik
67461;2533;с.;Слокощица;Slokoshtitsa;Кюстендил;Kyustendil;Кюстендил;Kyustendil
67475;5229;с.;Сломер;Slomer;Павликени;Pavlikeni;Велико Търново;Veliko Tarnovo
67489;9144;с.;Слънчево;Slanchevo;Аксаково;Aksakovo;Варна;Varna
67492;7963;с.;Слънчовец;Slanchovets;Антоново;Antonovo;Търговище;Targovishte
67502;6850;с.;Слънчоглед;Slanchogled;Джебел;Dzhebel;Кърджали;Kardzhali
67516;4531;с.;Смилец;Smilets;Стрелча;Strelcha;Пазарджик;Pazardzhik
67526;7577;с.;Смилец;Smilets;Силистра;Silistra;Силистра;Silistra
67533;5333;с.;Смиловци;Smilovtsi;Габрово;Gabrovo;Габрово;Gabrovo
67547;4770;с.;Смилян;Smilyan;Смолян;Smolyan;Смолян;Smolyan
67550;9679;с.;Смин;Smin;Шабла;Shabla;Добрич;Dobrich
67564;3663;с.;Смирненски;Smirnenski;Брусарци;Brusartsi;Монтана;Montana
67578;7074;с.;Смирненски;Smirnenski;Ветово;Vetovo;Русе;Ruse
67581;6467;с.;Смирненци;Smirnentsi;Харманли;Harmanli;Хасково;Haskovo
67595;2456;с.;Смиров дол;Smirov dol;Земен;Zemen;Перник;Pernik
32603;2794;с.;Смолево;Smolevo;Якоруда;Yakoruda;Благоевград;Blagoevgrad
67619;2583;с.;Смоличано;Smolichano;Невестино;Nevestino;Кюстендил;Kyustendil
72080;8491;с.;Смолник;Smolnik;Карнобат;Karnobat;Бургас;Burgas
67622;9383;с.;Смолница;Smolnitsa;Добрич-селска;Dobrich-selska;Добрич;Dobrich
67636;2073;с.;Смолско;Smolsko;Мирково;Mirkovo;София;Sofia
67641;2255;с.;Смолча;Smolcha;Годеч;Godech;София;Sofia
67653;4700;гр.;Смолян;Smolyan;Смолян;Smolyan;Смолян;Smolyan
67667;3450;с.;Смоляновци;Smolyanovtsi;Монтана;Montana;Монтана;Montana
67670;5547;с.;Смочан;Smochan;Ловеч;Lovech;Ловеч;Lovech
67698;2641;с.;Смочево;Smochevo;Рила;Rila;Кюстендил;Kyustendil
67708;9820;гр.;Смядово;Smyadovo;Смядово;Smyadovo;Шумен;Shumen
67725;8568;с.;Снежа;Snezha;Руен;Ruen;Бургас;Burgas
67739;9244;с.;Снежина;Snezhina;Провадия;Provadia;Варна;Varna
67742;6741;с.;Снежинка;Snezhinka;Кърджали;Kardzhali;Кърджали;Kardzhali
67756;9557;с.;Сноп;Snop;Генерал Тошево;General Toshevo;Добрич;Dobrich
67767;8579;с.;Снягово;Snyagovo;Руен;Ruen;Бургас;Burgas
67773;9533;с.;Снягово;Snyagovo;Генерал Тошево;General Toshevo;Добрич;Dobrich
67787;5283;с.;Совата;Sovata;Свищов;Svishtov;Велико Търново;Veliko Tarnovo
67790;2547;с.;Соволяно;Sovolyano;Кюстендил;Kyustendil;Кюстендил;Kyustendil
67800;8130;гр.;Созопол;Sozopol;Созопол;Sozopol;Бургас;Burgas
67828;7621;с.;Сокол;Sokol;Главиница;Glavinitsa;Силистра;Silistra
67831;8945;с.;Сокол;Sokol;Нова Загора;Nova Zagora;Сливен;Sliven
67845;3258;с.;Соколаре;Sokolare;Бяла Слатина;Byala Slatina;Враца;Vratsa
67859;8984;с.;Соколарци;Sokolartsi;Котел;Kotel;Сливен;Sliven
67862;6595;с.;Соколенци;Sokolentsi;Ивайловград;Ivaylovgrad;Хасково;Haskovo
67876;8554;с.;Соколец;Sokolets;Руен;Ruen;Бургас;Burgas
67882;6812;с.;Соколино;Sokolino;Момчилград;Momchilgrad;Кърджали;Kardzhali
67893;6694;с.;Соколите;Sokolite;Черноочене;Chernoochene;Кърджали;Kardzhali
67903;4367;с.;Соколица;Sokolitsa;Карлово;Karlovo;Пловдив;Plovdiv
67917;9351;с.;Соколник;Sokolnik;Добрич-селска;Dobrich-selska;Добрич;Dobrich
67920;8435;с.;Соколово;Sokolovo;Карнобат;Karnobat;Бургас;Burgas
67934;5392;с.;Соколово;Sokolovo;Дряново;Dryanovo;Габрово;Gabrovo
67951;9640;с.;Соколово;Sokolovo;Балчик;Balchik;Добрич;Dobrich
67948;5538;с.;Соколово;Sokolovo;Ловеч;Lovech;Ловеч;Lovech
67965;4751;с.;Соколовци;Sokolovtsi;Смолян;Smolyan;Смолян;Smolyan
67979;6648;с.;Соколско;Sokolsko;Кърджали;Kardzhali;Кърджали;Kardzhali
67982;6688;с.;Соколяне;Sokolyane;Кърджали;Kardzhali;Кърджали;Kardzhali
67996;5300;с.;Солари;Solari;Габрово;Gabrovo;Габрово;Gabrovo
68000;4711;с.;Солища;Solishta;Смолян;Smolyan;Смолян;Smolyan
68014;6721;с.;Солище;Solishte;Кърджали;Kardzhali;Кърджали;Kardzhali
68028;9122;с.;Солник;Solnik;Долни чифлик;Dolni chiflik;Варна;Varna
68045;5959;с.;Сомовит;Somovit;Гулянци;Gulyantsi;Плевен;Pleven
68059;2378;с.;Сопица;Sopitsa;Брезник;Breznik;Перник;Pernik
68062;2664;с.;Сопово;Sopovo;Бобошево;Boboshevo;Кюстендил;Kyustendil
68076;5571;с.;Сопот;Sopot;Угърчин;Ugarchin;Ловеч;Lovech
68080;4330;гр.;Сопот;Sopot;Сопот;Sopot;Пловдив;Plovdiv
68093;4974;с.;Сопотот;Sopotot;Рудозем;Rudozem;Смолян;Smolyan
68117;8859;с.;Сотиря;Sotirya;Сливен;Sliven;Сливен;Sliven
68120;6850;с.;Софийци;Sofiytsi;Джебел;Dzhebel;Кърджали;Kardzhali
68134;1000;гр.;София;Sofia;Столична община;Stolichna obshtina;София;Sofia
68148;3348;с.;Софрониево;Sofronievo;Мизия;Mizia;Враца;Vratsa
68165;5344;с.;Спанци;Spantsi;Габрово;Gabrovo;Габрово;Gabrovo
68179;3546;с.;Спанчевци;Spanchevtsi;Вършец;Varshets;Монтана;Montana
68196;9561;с.;Спасово;Spasovo;Генерал Тошево;General Toshevo;Добрич;Dobrich
68182;6249;с.;Спасово;Spasovo;Чирпан;Chirpan;Стара Загора;Stara Zagora
68210;5340;с.;Спасовци;Spasovtsi;Габрово;Gabrovo;Габрово;Gabrovo
68223;2811;с.;Спатово;Spatovo;Сандански;Sandanski;Благоевград;Blagoevgrad
68237;6346;с.;Спахиево;Spahievo;Минерални бани;Mineralni bani;Хасково;Haskovo
68240;6799;с.;Сполука;Spoluka;Ардино;Ardino;Кърджали;Kardzhali
68254;7541;с.;Срацимир;Sratsimir;Силистра;Silistra;Силистра;Silistra
68268;3847;с.;Срацимирово;Sratsimirovo;Грамада;Gramada;Видин;Vidin
68271;4525;с.;Сребриново;Srebrinovo;Панагюрище;Panagyurishte;Пазарджик;Pazardzhik
68299;7587;с.;Сребърна;Srebarna;Силистра;Silistra;Силистра;Silistra
17974;8300;гр.;Средец;Sredets;Средец;Sredets;Бургас;Burgas
68309;4998;с.;Средец;Sredets;Неделино;Nedelino;Смолян;Smolyan
68312;6066;с.;Средец;Sredets;Опан;Opan;Стара Загора;Stara Zagora
68326;9546;с.;Средина;Sredina;Генерал Тошево;General Toshevo;Добрич;Dobrich
68336;6738;с.;Срединка;Sredinka;Кърджали;Kardzhali;Кърджали;Kardzhali
68357;7560;с.;Средище;Sredishte;Кайнарджа;Kaynardzha;Силистра;Silistra
68388;9968;с.;Средковец;Sredkovets;Каолиново;Kaolinovo;Шумен;Shumen
68401;8581;с.;Средна махала;Sredna mahala;Руен;Ruen;Бургас;Burgas
68415;6717;с.;Среднево;Srednevo;Черноочене;Chernoochene;Кърджали;Kardzhali
68429;5093;с.;Средни колиби;Sredni kolibi;Елена;Elena;Велико Търново;Veliko Tarnovo
68432;3137;с.;Средни рът;Sredni rat;Роман;Roman;Враца;Vratsa
68463;6241;с.;Средно градище;Sredno gradishte;Чирпан;Chirpan;Стара Загора;Stara Zagora
68480;9222;с.;Средно село;Sredno selo;Ветрино;Vetrino;Варна;Varna
68494;5088;с.;Средно село;Sredno selo;Златарица;Zlataritsa;Велико Търново;Veliko Tarnovo
68446;6166;с.;Средногорово;Srednogorovo;Казанлък;Kazanlak;Стара Загора;Stara Zagora
68451;4954;с.;Средногорци;Srednogortsi;Мадан;Madan;Смолян;Smolyan
68504;9798;с.;Средня;Srednya;Шумен;Shumen;Шумен;Shumen
68518;3959;с.;Средогрив;Sredogriv;Чупрене;Chuprene;Видин;Vidin
68521;4798;с.;Средок;Sredok;Смолян;Smolyan;Смолян;Smolyan
68535;2555;с.;Средорек;Sredorek;Трекляно;Treklyano;Кюстендил;Kyustendil
68549;8845;с.;Средорек;Sredorek;Сливен;Sliven;Сливен;Sliven
68552;7433;с.;Средоселци;Sredoseltsi;Исперих;Isperih;Разград;Razgrad
68566;6693;с.;Средска;Sredska;Черноочене;Chernoochene;Кърджали;Kardzhali
68577;6890;с.;Средско;Sredsko;Кирково;Kirkovo;Кърджали;Kardzhali
68583;6565;с.;Срем;Srem;Тополовград;Topolovgrad;Хасково;Haskovo
68597;6775;с.;Срънско;Sransko;Ардино;Ardino;Кърджали;Kardzhali
68607;5863;с.;Ставерци;Stavertsi;Долна Митрополия;Dolna Mitropolia;Плевен;Pleven
68610;9673;с.;Стаевци;Staevtsi;Шабла;Shabla;Добрич;Dobrich
68624;5350;с.;Стайновци;Staynovtsi;Трявна;Tryavna;Габрово;Gabrovo
68638;4931;с.;Стайчин дол;Staychin dol;Мадан;Madan;Смолян;Smolyan
68641;2489;с.;Стайчовци;Staychovtsi;Трън;Tran;Перник;Pernik
68655;3963;с.;Стакевци;Stakevtsi;Белоградчик;Belogradchik;Видин;Vidin
68669;6433;с.;Сталево;Stalevo;Димитровград;Dimitrovgrad;Хасково;Haskovo
68672;3657;с.;Сталийска махала;Staliyska mahala;Лом;Lom;Монтана;Montana
51980;4210;гр.;Стамболийски;Stamboliyski;Стамболийски;Stamboliyski;Пловдив;Plovdiv
68692;6311;с.;Стамболийски;Stamboliyski;Хасково;Haskovo;Хасково;Haskovo
68708;5249;с.;Стамболово;Stambolovo;Павликени;Pavlikeni;Велико Търново;Veliko Tarnovo
68713;7063;с.;Стамболово;Stambolovo;Сливо поле;Slivo pole;Русе;Ruse
4830;2069;с.;Стамболово;Stambolovo;Ихтиман;Ihtiman;София;Sofia
68727;6362;с.;Стамболово;Stambolovo;Стамболово;Stambolovo;Хасково;Haskovo
68744;9917;с.;Стан;Stan;Нови пазар;Novi pazar;Шумен;Shumen
68758;3641;с.;Станево;Stanevo;Лом;Lom;Монтана;Montana
68761;7915;с.;Станец;Stanets;Омуртаг;Omurtag;Търговище;Targovishte
68775;2254;с.;Станинци;Stanintsi;Годеч;Godech;София;Sofia
68802;9952;с.;Становец;Stanovets;Хитрино;Hitrino;Шумен;Shumen
68816;5380;с.;Станча;Stancha;Дряново;Dryanovo;Габрово;Gabrovo
68823;5367;с.;Станчов хан;Stanchov han;Трявна;Tryavna;Габрово;Gabrovo
68833;2391;с.;Станьовци;Stanyovtsi;Брезник;Breznik;Перник;Pernik
68847;9872;с.;Станянци;Stanyantsi;Върбица;Varbitsa;Шумен;Shumen
69122;6792;с.;Стар читак;Star chitak;Ардино;Ardino;Кърджали;Kardzhali
68850;6000;гр.;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
39699;2845;с.;Стара Кресна;Stara Kresna;Кресна;Kresna;Благоевград;Blagoevgrad
68864;8841;с.;Стара река;Stara reka;Сливен;Sliven;Сливен;Sliven
68878;8675;с.;Стара река;Stara reka;Тунджа;Tundzha;Ямбол;Yambol
68881;7999;с.;Стара речка;Stara rechka;Антоново;Antonovo;Търговище;Targovishte
68895;6880;с.;Старейшино;Stareyshino;Кирково;Kirkovo;Кърджали;Kardzhali
68936;6964;с.;Стари чал;Stari chal;Крумовград;Krumovgrad;Кърджали;Kardzhali
68919;5343;с.;Старилковци;Starilkovtsi;Габрово;Gabrovo;Габрово;Gabrovo
68967;4165;с.;Старо Железаре;Staro Zhelezare;Хисаря;Hisarya;Пловдив;Plovdiv
68984;6741;с.;Старо място;Staro myasto;Кърджали;Kardzhali;Кърджали;Kardzhali
68998;9110;с.;Старо Оряхово;Staro Oryahovo;Долни чифлик;Dolni chiflik;Варна;Varna
69047;7447;с.;Старо селище;Staro selishte;Исперих;Isperih;Разград;Razgrad
69050;3142;с.;Старо село;Staro selo;Мездра;Mezdra;Враца;Vratsa
70500;5671;с.;Старо село;Staro selo;Троян;Troyan;Ловеч;Lovech
69064;2412;с.;Старо село;Staro selo;Радомир;Radomir;Перник;Pernik
69078;7637;с.;Старо село;Staro selo;Тутракан;Tutrakan;Силистра;Silistra
69081;8876;с.;Старо село;Staro selo;Сливен;Sliven;Сливен;Sliven
68953;6877;с.;Старово;Starovo;Кирково;Kirkovo;Кърджали;Kardzhali
68970;6062;с.;Старозагорски бани;Starozagorski bani;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
69002;3822;с.;Старопатица;Staropatitsa;Кула;Kula;Видин;Vidin
69016;4175;с.;Старосел;Starosel;Хисаря;Hisarya;Пловдив;Plovdiv
69020;9226;с.;Староселец;Staroselets;Провадия;Provadia;Варна;Varna
69095;5865;с.;Староселци;Staroseltsi;Искър;Iskar;Плевен;Pleven
69105;4987;с.;Старцево;Startsevo;Златоград;Zlatograd;Смолян;Smolyan
69119;2861;с.;Старчево;Starchevo;Петрич;Petrich;Благоевград;Blagoevgrad
69136;7963;с.;Старчище;Starchishte;Антоново;Antonovo;Търговище;Targovishte
69146;7960;с.;Стеврек;Stevrek;Антоново;Antonovo;Търговище;Targovishte
69153;5920;с.;Стежерово;Stezherovo;Левски;Levski;Плевен;Pleven
69167;2566;с.;Стенско;Stensko;Кюстендил;Kyustendil;Кюстендил;Kyustendil
69170;9293;с.;Стефан Караджа;Stefan Karadzha;Вълчи дол;Valchi dol;Варна;Varna
69198;9371;с.;Стефан Караджа;Stefan Karadzha;Добрич-селска;Dobrich-selska;Добрич;Dobrich
69184;7633;с.;Стефан Караджа;Stefan Karadzha;Главиница;Glavinitsa;Силистра;Silistra
69208;8725;с.;Стефан Караджово;Stefan Karadzhovo;Болярово;Bolyarovo;Ямбол;Yambol
17467;5192;с.;Стефан Стамболово;Stefan Stambolovo;Полски Тръмбеш;Polski Trambesh;Велико Търново;Veliko Tarnovo
69211;5335;с.;Стефаново;Stefanovo;Габрово;Gabrovo;Габрово;Gabrovo
69242;9360;с.;Стефаново;Stefanovo;Добрич-селска;Dobrich-selska;Добрич;Dobrich
69225;5581;с.;Стефаново;Stefanovo;Ловеч;Lovech;Ловеч;Lovech
69239;2414;с.;Стефаново;Stefanovo;Радомир;Radomir;Перник;Pernik
69256;4712;с.;Стикъл;Stikal;Смолян;Smolyan;Смолян;Smolyan
69261;2638;с.;Стоб;Stob;Кочериново;Kocherinovo;Кюстендил;Kyustendil
69273;4266;с.;Стоево;Stoevo;Асеновград;Asenovgrad;Пловдив;Plovdiv
69287;5347;с.;Стоевци;Stoevtsi;Габрово;Gabrovo;Габрово;Gabrovo
69290;2800;с.;Стожа;Stozha;Сандански;Sandanski;Благоевград;Blagoevgrad
69300;9350;с.;Стожер;Stozher;Добрич-селска;Dobrich-selska;Добрич;Dobrich
69314;8940;с.;Стоил войвода;Stoil voyvoda;Нова Загора;Nova Zagora;Сливен;Sliven
69328;8165;с.;Стоилово;Stoilovo;Малко Търново;Malko Tarnovo;Бургас;Burgas
69345;4715;с.;Стойките;Stoykite;Смолян;Smolyan;Смолян;Smolyan
69359;6341;с.;Стойково;Stoykovo;Хасково;Haskovo;Хасково;Haskovo
70768;5301;с.;Стойковци;Stoykovtsi;Габрово;Gabrovo;Габрово;Gabrovo
69376;7953;с.;Стойново;Stoynovo;Антоново;Antonovo;Търговище;Targovishte
69393;5081;с.;Стойчевци;Stoychevtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
69403;5343;с.;Стойчовци;Stoychovtsi;Габрово;Gabrovo;Габрово;Gabrovo
69417;5462;с.;Стоките;Stokite;Севлиево;Sevlievo;Габрово;Gabrovo
69420;4338;с.;Столетово;Stoletovo;Карлово;Karlovo;Пловдив;Plovdiv
69434;6054;с.;Столетово;Stoletovo;Опан;Opan;Стара Загора;Stara Zagora
69448;2134;с.;Столник;Stolnik;Елин Пелин;Elin Pelin;София;Sofia
69451;5452;с.;Столът;Stolat;Севлиево;Sevlievo;Габрово;Gabrovo
69465;4822;с.;Стоманево;Stomanevo;Девин;Devin;Смолян;Smolyan
69479;5304;с.;Стоманеците;Stomanetsite;Габрово;Gabrovo;Габрово;Gabrovo
69482;6878;с.;Стоманци;Stomantsi;Кирково;Kirkovo;Кърджали;Kardzhali
69506;9928;с.;Стоян Михайловски;Stoyan Mihaylovski;Нови пазар;Novi pazar;Шумен;Shumen
69496;6243;с.;Стоян-Заимово;Stoyan-Zaimovo;Чирпан;Chirpan;Стара Загора;Stara Zagora
69518;6773;с.;Стояново;Stoyanovo;Ардино;Ardino;Кърджали;Kardzhali
69537;3539;с.;Стояново;Stoyanovo;Вършец;Varshets;Монтана;Montana
69540;5084;с.;Стояновци;Stoyanovtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
69554;3134;с.;Стояновци;Stoyanovtsi;Роман;Roman;Враца;Vratsa
69571;2584;с.;Страдалово;Stradalovo;Невестино;Nevestino;Кюстендил;Kyustendil
69585;4726;с.;Стража;Strazha;Смолян;Smolyan;Смолян;Smolyan
69599;7738;с.;Стража;Strazha;Търговище;Targovishte;Търговище;Targovishte
69609;5365;с.;Стражата;Strazhata;Трявна;Tryavna;Габрово;Gabrovo
69612;6731;с.;Стражевци;Strazhevtsi;Кърджали;Kardzhali;Кърджали;Kardzhali
81743;6954;с.;Стражец;Strazhets;Крумовград;Krumovgrad;Кърджали;Kardzhali
70860;7217;с.;Стражец;Strazhets;Разград;Razgrad;Разград;Razgrad
69633;5150;гр.;Стражица;Strazhitsa;Стражица;Strazhitsa;Велико Търново;Veliko Tarnovo
69643;9615;с.;Стражица;Strazhitsa;Балчик;Balchik;Добрич;Dobrich
69657;6710;с.;Стражница;Strazhnitsa;Черноочене;Chernoochene;Кърджали;Kardzhali
69660;8680;гр.;Стралджа;Straldzha;Стралджа;Straldzha;Ямбол;Yambol
69674;8758;с.;Странджа;Strandzha;Болярово;Bolyarovo;Ямбол;Yambol
69688;6929;с.;Странджево;Strandzhevo;Крумовград;Krumovgrad;Кърджали;Kardzhali
69691;6428;с.;Странско;Stransko;Димитровград;Dimitrovgrad;Хасково;Haskovo
69701;9142;с.;Страхил;Strahil;Вълчи дол;Valchi dol;Варна;Varna
69715;6660;с.;Страхил войвода;Strahil voyvoda;Кърджали;Kardzhali;Кърджали;Kardzhali
69729;9774;с.;Страхилица;Strahilitsa;Венец;Venets;Шумен;Shumen
69732;5190;с.;Страхилово;Strahilovo;Полски Тръмбеш;Polski Trambesh;Велико Търново;Veliko Tarnovo
69746;8222;с.;Страцин;Stratsin;Поморие;Pomorie;Бургас;Burgas
