ekatte;postal_code;type;name;name_latin;municipality;municipality_latin;district;district_latin
15775;6395;с.;Голям извор;Golyam izvor;Стамболово;Stambolovo;Хасково;Haskovo
15789;8624;с.;Голям манастир;Golyam manastir;Тунджа;Tundzha;Ямбол;Yambol
15953;7444;с.;Голям Поровец;Golyam Porovets;Исперих;Isperih;Разград;Razgrad
15970;4193;с.;Голям чардак;Golyam chardak;Съединение;Saedinenie;Пловдив;Plovdiv
15641;6744;с.;Голяма бара;Golyama bara;Кърджали;Kardzhali;Кърджали;Kardzhali
15655;5753;с.;Голяма Брестница;Golyama Brestnitsa;Ябланица;Yablanitsa;Ловеч;Lovech
15669;7452;с.;Голяма вода;Golyama voda;Самуил;Samuil;Разград;Razgrad
15698;6476;с.;Голяма долина;Golyama dolina;Маджарово;Madzharovo;Хасково;Haskovo
15703;5670;с.;Голяма Желязна;Golyama Zhelyazna;Троян;Troyan;Ловеч;Lovech
15713;6940;с.;Голяма Чинка;Golyama Chinka;Крумовград;Krumovgrad;Кърджали;Kardzhali
15792;6424;с.;Голямо Асеново;Golyamo Asenovo;Димитровград;Dimitrovgrad;Хасково;Haskovo
15802;4473;с.;Голямо Белово;Golyamo Belovo;Белово;Belovo;Пазарджик;Pazardzhik
15816;8329;с.;Голямо Буково;Golyamo Bukovo;Средец;Sredets;Бургас;Burgas
15829;7065;с.;Голямо Враново;Golyamo Vranovo;Сливо поле;Slivo pole;Русе;Ruse
15833;7848;с.;Голямо градище;Golyamo gradishte;Опака;Opaka;Търговище;Targovishte
15850;7960;с.;Голямо Доляне;Golyamo Dolyane;Антоново;Antonovo;Търговище;Targovishte
15864;6146;с.;Голямо Дряново;Golyamo Dryanovo;Казанлък;Kazanlak;Стара Загора;Stara Zagora
15878;6925;с.;Голямо Каменяне;Golyamo Kamenyane;Крумовград;Krumovgrad;Кърджали;Kardzhali
15881;8729;с.;Голямо Крушево;Golyamo Krushevo;Болярово;Bolyarovo;Ямбол;Yambol
15895;7789;с.;Голямо ново;Golyamo novo;Търговище;Targovishte;Търговище;Targovishte
15521;3058;с.;Голямо Пещене;Golyamo Peshtene;Враца;Vratsa;Враца;Vratsa
15919;7778;с.;Голямо Соколово;Golyamo Sokolovo;Търговище;Targovishte;Търговище;Targovishte
15922;7924;с.;Голямо църквище;Golyamo tsarkvishte;Омуртаг;Omurtag;Търговище;Targovishte
15936;8863;с.;Голямо Чочовени;Golyamo Chochoveni;Сливен;Sliven;Сливен;Sliven
15984;2231;с.;Голяновци;Golyanovtsi;Костинброд;Kostinbrod;София;Sofia
15998;3772;с.;Гомотарци;Gomotartsi;Видин;Vidin;Видин;Vidin
16002;5552;с.;Горан;Goran;Ловеч;Lovech;Ловеч;Lovech
16016;5035;с.;Горановци;Goranovtsi;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
16026;2565;с.;Горановци;Goranovtsi;Кюстендил;Kyustendil;Кюстендил;Kyustendil
16033;2834;с.;Гореме;Goreme;Струмяни;Strumyani;Благоевград;Blagoevgrad
16047;5050;с.;Горен Еневец;Goren Enevets;Велико Търново;Veliko Tarnovo;Велико Търново;Veliko Tarnovo
16050;9100;с.;Горен чифлик;Goren chiflik;Долни чифлик;Dolni chiflik;Варна;Varna
16064;8225;с.;Горица;Goritsa;Поморие;Pomorie;Бургас;Burgas
16078;9101;с.;Горица;Goritsa;Бяла;Byala;Варна;Varna
18575;9558;с.;Горица;Goritsa;Генерал Тошево;General Toshevo;Добрич;Dobrich
16081;7854;с.;Горица;Goritsa;Попово;Popovo;Търговище;Targovishte
16095;9688;с.;Горичане;Gorichane;Шабла;Shabla;Добрич;Dobrich
16105;7337;с.;Горичево;Gorichevo;Кубрат;Kubrat;Разград;Razgrad
2782;4788;с.;Горна Арда;Gorna Arda;Смолян;Smolyan;Смолян;Smolyan
16119;3544;с.;Горна Бела речка;Gorna Bela rechka;Вършец;Varshets;Монтана;Montana
16122;3155;с.;Горна Бешовица;Gorna Beshovitsa;Мездра;Mezdra;Враца;Vratsa
18513;4657;с.;Горна Биркова;Gorna Birkova;Велинград;Velingrad;Пазарджик;Pazardzhik
16136;2842;с.;Горна Брезница;Gorna Breznitsa;Кресна;Kresna;Благоевград;Blagoevgrad
16141;2575;с.;Горна Брестница;Gorna Brestnitsa;Кюстендил;Kyustendil;Кюстендил;Kyustendil
18561;2046;с.;Горна Василица;Gorna Vasilitsa;Костенец;Kostenets;София;Sofia
16153;3484;с.;Горна Вереница;Gorna Verenitsa;Монтана;Montana;Монтана;Montana
16167;2439;с.;Горна Врабча;Gorna Vrabcha;Земен;Zemen;Перник;Pernik
16170;2459;с.;Горна Глоговица;Gorna Glogovitsa;Земен;Zemen;Перник;Pernik
16198;2535;с.;Горна Гращица;Gorna Grashtitsa;Кюстендил;Kyustendil;Кюстендил;Kyustendil
16208;2419;с.;Горна Диканя;Gorna Dikanya;Радомир;Radomir;Перник;Pernik
18527;4648;с.;Горна Дъбева;Gorna Dabeva;Велинград;Velingrad;Пазарджик;Pazardzhik
16211;7969;с.;Горна Златица;Gorna Zlatitsa;Антоново;Antonovo;Търговище;Targovishte
16225;7865;с.;Горна Кабда;Gorna Kabda;Търговище;Targovishte;Търговище;Targovishte
16239;3463;с.;Горна Ковачица;Gorna Kovachitsa;Чипровци;Chiprovtsi;Монтана;Montana
16242;2687;с.;Горна Козница;Gorna Koznitsa;Бобов дол;Bobov dol;Кюстендил;Kyustendil
16256;3154;с.;Горна Кремена;Gorna Kremena;Мездра;Mezdra;Враца;Vratsa
16267;6685;с.;Горна крепост;Gorna krepost;Кърджали;Kardzhali;Кърджали;Kardzhali
16273;2827;с.;Горна Крушица;Gorna Krushitsa;Струмяни;Strumyani;Благоевград;Blagoevgrad
16287;6952;с.;Горна кула;Gorna kula;Крумовград;Krumovgrad;Кърджали;Kardzhali
16290;5227;с.;Горна Липница;Gorna Lipnitsa;Павликени;Pavlikeni;Велико Търново;Veliko Tarnovo
16300;3458;с.;Горна Лука;Gorna Luka;Чипровци;Chiprovtsi;Монтана;Montana
16314;2131;с.;Горна Малина;Gorna Malina;Горна Малина;Gorna Malina;София;Sofia
16328;4196;с.;Горна махала;Gorna mahala;Калояново;Kaloyanovo;Пловдив;Plovdiv
16331;2491;с.;Горна Мелна;Gorna Melna;Трън;Tran;Перник;Pernik
16345;5869;с.;Горна Митрополия;Gorna Mitropolia;Долна Митрополия;Dolna Mitropolia;Плевен;Pleven
16359;5100;гр.;Горна Оряховица;Gorna Oryahovitsa;Горна Оряховица;Gorna Oryahovitsa;Велико Търново;Veliko Tarnovo
16362;2836;с.;Горна Рибница;Gorna Ribnitsa;Струмяни;Strumyani;Благоевград;Blagoevgrad
16376;5448;с.;Горна Росица;Gorna Rositsa;Севлиево;Sevlievo;Габрово;Gabrovo
16382;2399;с.;Горна Секирна;Gorna Sekirna;Брезник;Breznik;Перник;Pernik
16393;5294;с.;Горна Студена;Gorna Studena;Свищов;Svishtov;Велико Търново;Veliko Tarnovo
16403;2811;с.;Горна Сушица;Gorna Sushitsa;Сандански;Sandanski;Благоевград;Blagoevgrad
16417;5089;с.;Горна Хаджийска;Gorna Hadzhiyska;Златарица;Zlataritsa;Велико Търново;Veliko Tarnovo
16420;7913;с.;Горна Хубавка;Gorna Hubavka;Омуртаг;Omurtag;Търговище;Targovishte
16448;1806;с.;Горни Богров;Gorni Bogrov;Столична община;Stolichna obshtina;София;Sofia
16451;3343;с.;Горни Вадин;Gorni Vadin;Оряхово;Oryahovo;Враца;Vratsa
16479;5380;с.;Горни Върпища;Gorni Varpishta;Дряново;Dryanovo;Габрово;Gabrovo
16496;6485;с.;Горни Главанак;Gorni Glavanak;Маджарово;Madzharovo;Хасково;Haskovo
16506;5367;с.;Горни Дамяновци;Gorni Damyanovtsi;Трявна;Tryavna;Габрово;Gabrovo
16513;4368;с.;Горни Домлян;Gorni Domlyan;Карлово;Karlovo;Пловдив;Plovdiv
16523;5380;с.;Горни Драгойча;Gorni Dragoycha;Дряново;Dryanovo;Габрово;Gabrovo
16537;5880;с.;Горни Дъбник;Gorni Dabnik;Долни Дъбник;Dolni Dabnik;Плевен;Pleven
16554;2557;с.;Горни Коритен;Gorni Koriten;Трекляно;Treklyano;Кюстендил;Kyustendil
16568;5096;с.;Горни край;Gorni kray;Елена;Elena;Велико Търново;Veliko Tarnovo
16571;3960;с.;Горни Лом;Gorni Lom;Чупрене;Chuprene;Видин;Vidin
16585;5360;с.;Горни Маренци;Gorni Marentsi;Трявна;Tryavna;Габрово;Gabrovo
16599;2027;с.;Горни Окол;Gorni Okol;Самоков;Samokov;София;Sofia
16609;5360;с.;Горни Радковци;Gorni Radkovtsi;Трявна;Tryavna;Габрово;Gabrovo
16612;2371;с.;Горни Романци;Gorni Romantsi;Брезник;Breznik;Перник;Pernik
16626;5098;с.;Горни Танчевци;Gorni Tanchevtsi;Елена;Elena;Велико Търново;Veliko Tarnovo
16639;3632;с.;Горни Цибър;Gorni Tsibar;Вълчедръм;Valchedram;Монтана;Montana
16643;5360;с.;Горни Цоневци;Gorni Tsonevtsi;Трявна;Tryavna;Габрово;Gabrovo
16660;6954;с.;Горни Юруци;Gorni Yurutsi;Крумовград;Krumovgrad;Кърджали;Kardzhali
16540;5991;с.;Горник;Gornik;Червен бряг;Cherven bryag;Плевен;Pleven
16674;7173;с.;Горно Абланово;Gorno Ablanovo;Борово;Borovo;Русе;Ruse
16688;8883;с.;Горно Александрово;Gorno Aleksandrovo;Сливен;Sliven;Сливен;Sliven
16691;6219;с.;Горно Белево;Gorno Belevo;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
16701;6053;с.;Горно Ботево;Gorno Botevo;Стара Загора;Stara Zagora;Стара Загора;Stara Zagora
16729;6388;с.;Горно Войводино;Gorno Voyvodino;Хасково;Haskovo;Хасково;Haskovo
16732;4497;с.;Горно вършило;Gorno varshilo;Септември;Septemvri;Пазарджик;Pazardzhik
16754;2797;с.;Горно Драглище;Gorno Draglishte;Разлог;Razlog;Благоевград;Blagoevgrad
16763;2963;с.;Горно Дряново;Gorno Dryanovo;Гърмен;Garmen;Благоевград;Blagoevgrad
16780;6181;с.;Горно Изворово;Gorno Izvorovo;Казанлък;Kazanlak;Стара Загора;Stara Zagora
16794;2138;с.;Горно Камарци;Gorno Kamartsi;Горна Малина;Gorna Malina;София;Sofia
18558;6884;с.;Горно Кирково;Gorno Kirkovo;Кирково;Kirkovo;Кърджали;Kardzhali
16804;2556;с.;Горно Кобиле;Gorno Kobile;Трекляно;Treklyano;Кюстендил;Kyustendil
16818;7927;с.;Горно Козарево;Gorno Kozarevo;Омуртаг;Omurtag;Търговище;Targovishte
77596;2783;с.;Горно Краище;Gorno Kraishte;Белица;Belitsa;Благоевград;Blagoevgrad
16821;6871;с.;Горно Къпиново;Gorno Kapinovo;Кирково;Kirkovo;Кърджали;Kardzhali
16835;6585;с.;Горно Луково;Gorno Lukovo;Ивайловград;Ivaylovgrad;Хасково;Haskovo
16849;7939;с.;Горно Новково;Gorno Novkovo;Омуртаг;Omurtag;Търговище;Targovishte
16852;6225;с.;Горно ново село;Gorno novo selo;Братя Даскалови;Bratya Daskalovi;Стара Загора;Stara Zagora
16866;3547;с.;Горно Озирово;Gorno Ozirovo;Вършец;Varshets;Монтана;Montana
16870;2756;с.;Горно Осеново;Gorno Osenovo;Симитли;Simitli;Благоевград;Blagoevgrad
16883;5549;с.;Горно Павликене;Gorno Pavlikene;Ловеч;Lovech;Ловеч;Lovech
16897;3052;с.;Горно Пещене;Gorno Peshtene;Враца;Vratsa;Враца;Vratsa
16907;6486;с.;Горно поле;Gorno pole;Маджарово;Madzharovo;Хасково;Haskovo
16910;6780;с.;Горно Прахово;Gorno Prahovo;Ардино;Ardino;Кърджали;Kardzhali
16924;6151;с.;Горно Сахране;Gorno Sahrane;Павел баня;Pavel banya;Стара Загора;Stara Zagora
16938;2213;с.;Горно село;Gorno selo;Драгоман;Dragoman;София;Sofia
16969;2824;с.;Горно Спанчево;Gorno Spanchevo;Сандански;Sandanski;Благоевград;Blagoevgrad
16986;5614;с.;Горно трапе;Gorno trape;Троян;Troyan;Ловеч;Lovech
16995;2561;с.;Горно Уйно;Gorno Uyno;Кюстендил;Kyustendil;Кюстендил;Kyustendil
17004;2727;с.;Горно Хърсово;Gorno Harsovo;Благоевград;Blagoevgrad;Благоевград;Blagoevgrad
17018;3487;с.;Горно Церовене;Gorno Tserovene;Монтана;Montana;Монтана;Montana
49076;6165;с.;Горно Черковище;Gorno Cherkovishte;Казанлък;Kazanlak;Стара Загора;Stara Zagora
17035;8343;с.;Горно Ябълково;Gorno Yabalkovo;Средец;Sredets;Бургас;Burgas
16715;5304;с.;Горнова могила;Gornova mogila;Габрово;Gabrovo;Габрово;Gabrovo
16941;6574;с.;Горноселци;Gornoseltsi;Ивайловград;Ivaylovgrad;Хасково;Haskovo
16955;4253;с.;Горнослав;Gornoslav;Асеновград;Asenovgrad;Пловдив;Plovdiv
17049;8469;с.;Горово;Gorovo;Сунгурларе;Sungurlare;Бургас;Burgas
17052;4776;с.;Горово;Gorovo;Смолян;Smolyan;Смолян;Smolyan
17066;7288;с.;Гороцвет;Gorotsvet;Лозница;Loznitsa;Разград;Razgrad
17077;2496;с.;Горочевци;Gorochevtsi;Трън;Tran;Перник;Pernik
17083;5083;с.;Горска;Gorska;Елена;Elena;Велико Търново;Veliko Tarnovo
17097;8721;с.;Горска поляна;Gorska polyana;Болярово;Bolyarovo;Ямбол;Yambol
17107;5132;с.;Горски горен Тръмбеш;Gorski goren Trambesh;Горна Оряховица;Gorna Oryahovitsa;Велико Търново;Veliko Tarnovo
17124;5131;с.;Горски долен Тръмбеш;Gorski dolen Trambesh;Горна Оряховица;Gorna Oryahovitsa;Велико Търново;Veliko Tarnovo
17138;6865;с.;Горски извор;Gorski izvor;Кирково;Kirkovo;Кърджали;Kardzhali
17141;6420;с.;Горски извор;Gorski izvor;Димитровград;Dimitrovgrad;Хасково;Haskovo
17155;5167;с.;Горски Сеновец;Gorski Senovets;Стражица;Strazhitsa;Велико Търново;Veliko Tarnovo
17169;6590;с.;Горско;Gorsko;Ивайловград;Ivaylovgrad;Хасково;Haskovo
17172;7847;с.;Горско Абланово;Gorsko Ablanovo;Опака;Opaka;Търговище;Targovishte
17186;6800;с.;Горско Дюлево;Gorsko Dyulevo;Момчилград;Momchilgrad;Кърджали;Kardzhali
17192;5238;с.;Горско Калугерово;Gorsko Kalugerovo;Сухиндол;Suhindol;Велико Търново;Veliko Tarnovo
17208;5235;с.;Горско Косово;Gorsko Kosovo;Сухиндол;Suhindol;Велико Търново;Veliko Tarnovo
17213;5075;с.;Горско ново село;Gorsko novo selo;Златарица;Zlataritsa;Велико Търново;Veliko Tarnovo
17227;5088;с.;Горско Писарево;Gorsko Pisarevo;Златарица;Zlataritsa;Велико Търново;Veliko Tarnovo
17230;7947;с.;Горско село;Gorsko selo;Омуртаг;Omurtag;Търговище;Targovishte
17244;5557;с.;Горско Сливово;Gorsko Slivovo;Летница;Letnitsa;Ловеч;Lovech
17258;5888;с.;Горталово;Gortalovo;Плевен;Pleven;Плевен;Pleven
17275;9689;с.;Горун;Gorun;Шабла;Shabla;Добрич;Dobrich
17289;2191;с.;Горунака;Gorunaka;Етрополе;Etropole;София;Sofia
17302;2882;с.;Горчево;Gorchevo;Петрич;Petrich;Благоевград;Blagoevgrad
17316;5367;с.;Горяни;Goryani;Трявна;Tryavna;Габрово;Gabrovo
17323;9107;с.;Господиново;Gospodinovo;Бяла;Byala;Варна;Varna
17333;7561;с.;Господиново;Gospodinovo;Кайнарджа;Kaynardzha;Силистра;Silistra
17347;2914;с.;Господинци;Gospodintsi;Гоце Делчев;Gotse Delchev;Благоевград;Blagoevgrad
17350;5390;с.;Гостилица;Gostilitsa;Дряново;Dryanovo;Габрово;Gabrovo
17364;5864;с.;Гостиля;Gostilya;Долна Митрополия;Dolna Mitropolia;Плевен;Pleven
17378;5543;с.;Гостиня;Gostinya;Ловеч;Lovech;Ловеч;Lovech
